name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_alternate_names
Kepler-980 b,Confirmed,,,,,,,0.238,0.04,0.021,11.55102504,2.75E-05,2.75E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-980,294.613008,45.060169,,,13.022,12.714,12.665,804,0.01,1.05,1.06,,,5935,
Kepler-981 b,Confirmed,,,,,,,0.206,0.016,0.027,4.46975774,5.86E-06,5.86E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-981,289.248907,47.650101,,,13.574,13.272,13.169,913,0.01,0.98,0.96,,,5718,
Kepler-982 b,Confirmed,,,,,,,0.201,0.024,0.042,15.7738221,4.12E-05,4.12E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-982,288.41768,46.590427,,,12.203,11.957,11.895,702,0.05,1.16,1.29,,,6139,
Kepler-983 b,Confirmed,,,,,,,0.211,0.016,0.006,60.0855082,0.0002611,0.0002611,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-983,285.10406,45.008167,,,12.456,12.156,12.169,655,0.12,1.13,1.08,,,6052,
Kepler-984 b,Confirmed,,,,,,,0.189,0.01,0.012,43.0342272,0.0001479,0.0001479,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-984,296.958868,46.394127,,,12.247,11.914,11.83,461,0.04,0.96,0.93,,,5610,
Kepler-985 b,Confirmed,,,,,,,0.266,0.013,0.012,116.331901,0.001381,0.001381,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-985,290.144308,44.049953,,,13.537,13.163,13.019,741,0,0.91,0.85,,,5434,
Kepler-986 b,Confirmed,,,,,,,0.211,0.017,0.026,56.4349938,0.0001446,0.0001446,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-986,293.094007,42.896431,,,12.513,12.171,12.107,563,0.04,0.96,0.98,,,5642,
Kepler-987 b,Confirmed,,,,,,,0.291,0.011,0.014,105.3033148,0.0004783,0.0004783,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-987,289.41107,46.130848,,,13.776,13.484,13.375,936,0.01,0.97,0.91,,,5637,
Kepler-988 b,Confirmed,,,,,,,0.185,0.014,0.042,17.76080053,2.73E-05,2.73E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-988,290.708386,42.237251,,,13.138,12.45,12.29,248,-0.32,0.55,0.53,,,4005,
Kepler-989 b,Confirmed,,,,,,,0.197,0.012,0.012,7.96431535,9.62E-06,9.62E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-989,281.582909,47.233631,,,12.965,12.522,12.415,484,0.01,0.82,0.78,,,5074,
Kepler-990 b,Confirmed,,,,,,,0.232,0.037,0.058,9.91723428,2.47E-05,2.47E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-990,297.938209,46.881393,,,13.362,13.031,12.928,933,0.01,1.05,1.08,,,5948,
Kepler-990 c,Confirmed,,,,,,,0.136,0.017,0.031,0.53835431,6.70E-07,6.70E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-990,297.938209,46.881393,,,13.362,13.031,12.928,933,0.01,1.05,1.08,,,5948,
Kepler-991 b,Confirmed,,,,,,,0.227,0.011,0.012,82.5342519,0.0003449,0.0003449,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-991,297.090655,49.626572,,,13.329,12.72,12.611,370,-0.25,0.64,0.61,,,4392,
Kepler-992 b,Confirmed,,,,,,,0.145,0.024,0.004,20.16034462,5.02E-05,5.02E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-992,284.43028,47.641785,,,11.899,11.381,11.274,268,-0.04,0.8,0.74,,,4944,
Kepler-993 b,Confirmed,,,,,,,0.265,0.011,0.016,22.08557563,4.66E-05,4.66E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-993,292.614101,44.394661,,,13.587,12.893,12.729,298,0.03,0.57,0.54,,,3843,
Kepler-994 b,Confirmed,,,,,,,0.143,0.024,0.006,1.15116651,5.70E-07,5.70E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-994,289.072225,47.40707,,,12.264,11.611,11.453,170,-0.13,0.56,0.54,,,3934,
Kepler-995 b,Confirmed,,,,,,,0.241,0.015,0.017,28.26731672,8.64E-05,8.64E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-995,284.615727,39.131038,,,13.566,13.066,13.021,659,-0.07,0.83,0.8,,,5206,
Kepler-996 b,Confirmed,,,,,,,0.177,0.022,0.056,3.77059058,8.06E-06,8.06E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-996,291.912789,41.533611,,,13.546,13.246,13.171,1098,0.03,1.09,1.14,,,6014,
Kepler-997 b,Confirmed,,,,,,,0.121,0.023,0.029,2.70730672,5.52E-06,5.52E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-997,289.233369,49.938934,,,10.929,10.663,10.608,470,0.05,1.22,1.56,,,6150,
Kepler-998 b,Confirmed,,,,,,,0.207,0.027,0.054,5.65377733,1.06E-05,1.06E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-998,296.754151,49.208744,,,13.229,12.943,12.888,996,0.07,1.12,1.18,,,6058,
Kepler-999 b,Confirmed,,,,,,,0.209,0.044,0.058,5.99185702,8.17E-06,8.17E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-999,299.660466,46.198418,,,11.165,10.947,10.916,568,0.05,1.29,1.65,,,6237,
L2 Pup b,Confirmed,12,11.99,16,,,,,,,,,,2,,,,,,,,,,2016,29/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,L2 Pup,108.3846588,-44.63973974,5.1,,,,,64,0.008,0.659,,M5,,3500,
LHS 1140 b,Confirmed,0.0209,0.00573,0.00573,,,,0.128,0.0089,0.0089,24.73712,0.00025,0.00025,0.0875,0.0041,0.0041,0.29,0.29,0,89.912,0.07,0.07,,2017,02/05/2017,,,,,,,,,,2456915.7,0.0054,0.0054,,,,,,,,,,,,,5.34,1.1,1.1,230,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,LHS 1140,11.24583335,-15.2713889,14.15,,,,,12.47,-0.24,0.146,0.186,M4.5,5,3131,
LHS 1140 c,Confirmed,0.00569,0.00123,0.00123,,,,0.11437,0.00214,0.00214,3.777931,3.00E-06,3.00E-06,0.02675,0.0007,0.0007,0,0,0.31,89.92,0.09,0.06,,2018,03/08/2018,,,,,,,,,,2458226.843,2.60E-05,2.60E-05,,,,,,,,,,,,,2.35,0.49,0.49,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,LHS 1140,11.24583335,-15.2713889,14.15,,,,,12.47,-0.24,0.146,0.186,M4.5,5,3131,
LHS 2397a B,Confirmed,64,15,15,,,,,,,5194,40,40,3.09,0.1,0.1,0.35,0.005,0.005,41.9,1.1,1.1,,2009,24/01/2019,38.5,2.4,2.4,2453845,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35,Published in a refereed paper,Imaging,Spectrum,,2MASS J11214924-1313084 B,,LHS 2397a A,170.4548837,-13.21909133,19.57,,11.93,11.23,10.74,14.3905,,0.0839,,M8V,1.5,2580,2MASS J11214924-1313084
LHS 3844 b,Confirmed,,,,,,,0.1178,0.0018,0.0018,0.46292792,1.60E-06,1.60E-06,0.00623,0.00015,0.00015,,,,88.22,0.3,0.3,,2018,20/09/2018,,,,,,,,,,2458325.726,0.00025,0.00025,,,,,,,0.221,0.038,0.038,,,,,,,805,20,20,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,TIC 410153553 b,,LHS 3844,340.4958334,-69.17222223,15.2,,,,,14.9,,0.154,0.189,,,3036,TIC 410153553
LHS 6176 B,Confirmed,45,14,14,,,,,,,,,,970,,,,,,,,,,2013,24/01/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15,Published in a refereed paper,Imaging,Spectrum,,"2MASS J09504959+0118135 B, G 48-43 B",,LHS 6176 A,147.7066328,1.303785191,13.88,,9.8,9.23,8.95,19.6846,-0.3,,,M4V,3.5,,"2MASS J09504959+0118135, G 48-43"
LKCA 15 b,Confirmed,6,1,1,,,,,,,40000,0,0,15.7,2.1,2.1,,,,,,,0.108276,2011,09/09/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,,,LKCA 15,69.825,22.3508333,11.91,,,,,145,,0.97,,K5V,0.002,,
LP 261-75 b,Confirmed,21,5,10,,,,,,,,,,450,120,120,,,,,,,,2006,21/12/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,Spectrum,,"NLTT 22741 b, 2MASS J09510459+3558098 b",,LP 261-75,147.7690653,35.96929604,15.33,11.9,10.58,9.96,9.69,33.96,,0.22,,M4.5,0.15,,"2MASS J09510459+3558098, NLTT 22741"
LP 358-499 b,Confirmed,0.0069,,,,,,0.117,0.0071,0.0071,3.0712,0.0001,0.0001,0.033,0.002,0.002,,,,87.56,0.05,0.06,,2017,03/11/2017,,,,,,,,,,2457821.317,0.0014,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,K2-133 b,,LP 358-499,70.15000001,25.01000001,,,,,,,,0.52,0.49,M1V,,3644,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361"
LP 358-499 c,Confirmed,0.01,,,,,,0.132,0.008,0.008,4.8679,,,0.045,0.003,0.003,,,,88.65,0.16,0.08,,2017,03/11/2017,,,,,,,,,,2457823.766,0.0009,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,K2-133  c,,LP 358-499,70.15000001,25.01000001,,,,,,,,0.52,0.49,M1V,,3644,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361"
LP 358-499 d,Confirmed,0.026,,,,,,0.18,0.012,0.012,11.0234,0.0003,0.0008,0.077,0.005,0.005,,,,89.52,0.06,0.15,,2017,03/11/2017,,,,,,,,,,2457826.174,0.0013,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,K2-133 d,,LP 358-499,70.15000001,25.01000001,,,,,,,,0.52,0.49,M1V,,3644,"K2-133,  EPIC 247887989, 2MASS J04403562+2500361"
LP 415-17 b,Confirmed,0.0148,0.0009,0.0016,,,,0.161,0.009,0.018,6.342,0.002,0.002,0.0562,0.0014,0.0013,,,,88.3,1.9,1.2,,2018,11/12/2018,,,,,,,,,,2457825.068,0.002,0.002,,,,,,,0.34,0.23,0.24,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 b, EPIC 210897587 b",,LP 415-17,65.46869585,21.35360001,12.8,,,,,82,-0.3,0.65,0.58,,,4258,"EPIC 210897587, 2MASS 04215245+21211, K2-155"
LP 415-17 c,Confirmed,0.0205,0.0016,0.0047,,,,0.232,0.018,0.062,13.85,0.006,0.006,0.0946,0.003,0.0031,,,,88.96,0.88,0.71,,2018,11/12/2018,,,,,,,,,,2457828.426,0.001,0.001,,,,,,,0.45,0.31,0.37,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 c, EPIC 210897587 c",,LP 415-17,65.46869585,21.35360001,12.8,,,,,82,-0.3,0.65,0.58,,,4258,"EPIC 210897587, 2MASS 04215245+21211, K2-155"
LP 415-17 d,Confirmed,0.0154,0.0019,0.0053,,,,0.17,0.018,0.062,40.718,0.005,0.005,0.1937,0.0059,0.0064,,,,89.61,0.48,0.27,,2018,11/12/2018,,,,,,,,,,2457823.5,0.003,0.003,,,,,,,0.44,0.3,0.33,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 210897587 d, K2-155 d",,LP 415-17,65.46869585,21.35360001,12.8,,,,,82,-0.3,0.65,0.58,,,4258,"EPIC 210897587, 2MASS 04215245+21211, K2-155"
LSR J1835,Confirmed,55,4,4,,,,,,,,,,,,,,,,,,,,2017,13/09/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,,,,,,Published in a refereed paper,Imaging,Spectrum,,,,LSR J1835,278.75,32.98333335,,,,,,,,,,M8.5,0.022,,
Lalande 21185 b,Confirmed,0.00941,0.00145,0.00145,0.00941,0.00145,0.00145,,,,12.9532,0.0079,0.0079,0.785,0.0027,0.0027,0.22,0.13,0.13,,,,,2017,19/02/2019,,,,,,,,,,,,,,,,,,,,,,,,,1.59,0.23,0.23,349.8,32,32,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,Gl 411,,Lalande 21185,165.8333333,35.97000002,,,,,,2.55,,0.46,0.393,M1.5V,,3828,Gl 411
Luhman 16 A,Confirmed,33.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,2013,19/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,"2MASS J10491891-5319100 A, LUH 16 A, WISE J104915.57-531906.1 A",,,162.3288125,-53.31946668,,,,,,1.998,,,,,,,
Luhman 16 B,Confirmed,28.6,0.3,0.3,,,,,,,,,,,,,,,,,,,,2013,19/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Imaging,,,"WISE J104915.57-531906.1 B, LUH 16 B",,,162.3288125,-53.31946668,,,,,,1.998,,,,,,,
MARVELS-10 b,Confirmed,14.8,2.2,2.2,14.8,2.2,2.2,,,,217.3,1.1,1.1,0.71,0.02,0.02,0.53,0.15,0.15,,,,,2017,15/02/2019,0.1,27.3,27.3,,,,,,,,,,,,,,,,,,,24505598.2,4,4,574,128,128,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 4955-369-1,190.6608834,-7.215931868,10.2,,,,,210.24,-0.43,1.03,0.9,,,6190,"BD-06 3628, 2MASS J12423861-0712572"
MARVELS-11 b,Confirmed,52.1,0.6,0.6,52.1,0.6,0.6,,,,11.6121,0.0003,0.0003,0.1,0.003,0.003,0,0.002,0.002,,,,,2017,15/02/2019,66.2,44.4,44.4,,,,,,,,,,,,,,,,,,,2455581,1.6,1.6,4551,12,12,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114623,197.8749331,15.7219387,9.9,,,,,128.69,-0.34,0.99,0.83,,,5980,"2MASS J13112997+1543190, TYC 1451-1054-1"
MARVELS-12 b,Confirmed,32.8,1.1,1.1,32.8,1.1,1.1,,,,252.5,0.1,0.1,0.85,0.03,0.03,0.6,0.01,0.01,,,,,2017,15/02/2019,326.8,2.7,2.7,,,,,,,,,,,,,,,,,,,2454926.9,,,1093,35,35,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3469-492-1,203.3998226,52.43705155,11.3,,,,,477.01,0.36,1.29,2.39,,,5285,2MASS J13333594+5226134
MARVELS-13 b,Confirmed,41.8,2.9,2.9,41.8,2.9,2.9,,,,147.6,0.3,0.3,0.54,0.02,0.02,0.5,0.04,0.04,,,,,2017,15/02/2019,196.7,2.7,2.7,,,,,,,,,,,,,,,,,,,2455007.4,0.9,0.9,1868,167,167,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GSC 03467-00030,206.3356439,48.44462201,12.2,,,,,212.63,-0.17,0.96,1.03,,,5525,2MASS J13452055+4826405
MARVELS-16 b,Confirmed,42.7,0.7,0.7,42.7,0.7,0.7,,,,31.656,0.007,0.007,0.2,0.006,0.006,0.69,0.006,0.006,,,,,2017,15/02/2019,308.7,0.9,0.9,,,,,,,,,,,,,,,,,,,2454945.2,0.1,0.1,3552,42,42,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3130-160-1,280.7830104,43.12761639,11,,,,,115.66,0.33,1.06,1.28,,,5315,2MASS J18430791+4307392
MARVELS-17 b,Confirmed,13.1,1.6,1.6,13.1,1.6,1.6,,,,103.4,0.9,0.9,0.45,0.01,0.01,0.24,0.08,0.08,,,,,2017,15/02/2019,316,21.2,21.2,,,,,,,,,,,,,,,,,,,2454994.9,6.2,6.2,537,64,64,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3547-1007-1,292.1924893,48.04212057,10.5,,,,,186.4,0.06,1.12,0.91,G1V,,6090,2MASS J19284619+4802316
MARVELS-18 b,Confirmed,24.4,2.4,2.4,24.4,2.4,2.4,,,,117.6,1.1,1.1,0.51,0.02,0.02,0.46,0.09,0.09,,,,,2017,19/02/2019,176.2,10.8,10.8,,,,,,,,,,,,,,,,,,,2455025.1,3.1,3.1,968,83,83,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3556-3602-1,294.6663892,46.5778266,10.6,,,,,434.91,0.11,1.25,1.23,,,6295,2MASS J19383993+4634401
MARVELS-19 b,Confirmed,17.3,2.4,2.4,17.3,2.4,2.4,,,,122.2,1.7,1.7,0.52,0.03,0.03,0.53,0.1,0.1,,,,,2017,19/02/2019,218.2,12.4,12.4,,,,,,,,,,,,,,,,,,,2454903,2.8,2.8,683,82,82,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+42 3438,296.1517528,43.35668118,9.5,,,,,484.57,0.09,1.33,1.63,,,6270,"TYC 3148-2071-1, 2MASS J19443642+4321240"
MARVELS-8 b,Confirmed,37.7,0.4,0.4,37.7,0.4,0.4,,,,36.045,0.005,0.005,0.215,0.006,0.006,0.101,0.004,0.004,,,,,2017,15/02/2019,146.8,2.6,2.6,,,,,,,,,,,,,,,,,,,2454864.3,0.3,0.3,2241,8,8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,TYC 123-549-1,85.82809313,5.220677776,10.3,,,,,111.49,0.2,1.02,0.95,,,5540,2MASS J05431875+0513144
MASCARA-1 b,Confirmed,3.7,0.9,0.9,,,,1.5,0.3,0.3,2.14878,8.00E-06,8.00E-06,0.043,0.005,0.005,0,,,87,3,2,,2017,09/08/2017,,,,,,,,,,2457097.278,0.002,0.002,,,,69.5,3,3,0.2,0.1,0.1,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit, HD 20158 b,,MASCARA-1,317.5515517,10.73887502,8.3,,,,,188.7,0,1.72,2.1,A8,1,7554,HD 201585
MOA-2007-BLG-192L b,Confirmed,0.01,0.005,0.015,,,,,,,,,,0.66,0.14,0.14,,,,,,,0.000943,2008,28/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2007-BLG-192L,272.0166667,-27.15,,19.81,19.6,,,700,,0.06,,M,,,
MOA-2007-BLG-197L b,Confirmed,41,2,2,,,,,,,,,,4.29,0.1,0.1,,,,,,,,2015,19/08/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2007-BLG-197L,271.7708333,-31.94638892,,,,,,4170,,0.82,,,,,
MOA-2007-BLG-400L b,Confirmed,0.9,0.4,0.4,,,,,,,,,,0.85,0.25,0.25,,,,,,,0.000142,2008,28/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2007-BLG-400L,272.425,-29.2241667,,,,,,6000,,0.35,,,,,
MOA-2008-BLG-310L b,Confirmed,0.23,0.05,0.05,,,,,,,,,,1.25,0.1,0.1,,,,,,,0.000208,2009,28/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2008-BLG-310L,268.5583333,-34.7780556,,,,23.38,,6000,,0.67,,,,,
MOA-2008-BLG-379L b,Confirmed,4.1,1.9,1.7,,,,,,,,,,3.3,1.2,1.7,,,,,,,,2013,23/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2008-BLG-379L,269.7041667,-29.80305554,,,,,,3600,,0.66,,,,,
MOA-2009-BLG-266L b,Confirmed,0.0327,0.005,0.005,,,,,,,2780,500,500,3.2,0.5,0.5,,,,,,,0.001053,2010,14/06/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2009-BLG-266L,267.025,-35.0052778,,,,,,3040,,0.56,,,,,
MOA-2009-BLG-319L b,Confirmed,0.157,0.075,0.138,,,,,,,,,,2,0.4,0.4,,,,,,,0.000328,2010,29/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,MOA-2009-BLG-319,271.7416667,-26.8197222,,,,,,6100,,0.38,,K,,,
MOA-2009-BLG-387L b,Confirmed,2.6,1.6,4.1,,,,,,,1970,1.6,1.6,1.8,0.7,0.7,,,,,,,0.000316,2011,26/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2009-BLG-387L,268.4625,-33.9902778,,,,,,5700,,0.19,,M,,,
MOA-2010-BLG-117 b,Confirmed,0.51,0.07,0.07,,,,,,,,,,2.9,0.5,1.6,,,,,,,,2017,05/08/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2010-BLG-117,271.9569584,-25.3446389,21.7,,,,,3400,,0.58,,,,,
MOA-2010-BLG-328L b,Confirmed,0.029,0.007,0.007,,,,,,,,,,0.92,0.16,0.16,,,,,,,,2013,02/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2010-BLG-328L,269.4958,-30.7153,,,,,,810,,0.11,,M,,,
MOA-2010-BLG-353L b,Confirmed,0.27,0.16,0.48,,,,,,,,,,1.72,0.48,0.56,,,,,,,,2015,16/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2010-BLG-353L,271.3041667,-27.29333335,,,,,,6430,,0.18,,M,,,
MOA-2010-BLG-477L b,Confirmed,1.5,0.3,0.8,,,,,,,,,,2,1,1,,,,,,,0.00087,2012,23/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2010-BLG-477L,271.5291667,-31.4544444,,,,,,2300,,0.67,,K,,,
MOA-2011-BLG-028L b,Confirmed,0.094,0.038,0.05,,,,,,,,,,7.14,0.64,0.64,,,,,,,,2015,11/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLGL-028L,270.8583333,-29.21333335,,,,,,7380,,0.75,,,,,
MOA-2011-BLG-262L b,Confirmed,0.05663405,0.031463361,0.088097411,,,,,,,,,,0.84,0.25,0.14,,,,,,,,2013,22/05/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-262L,270.0958333,-30.75472221,,,,,,7350,,0.12,,,,,
MOA-2011-BLG-274 b,Confirmed,0.8,0.3,0.3,,,,,,,,,,40,,,,,,,,,,2014,09/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-274,268.675,-28.91638892,,,,,,800,,,,,,,
MOA-2011-BLG-291 b,Confirmed,0.085,0.053,0.148,,,,,,,,,,1.4,0.3,0.8,,,,,,,,2018,05/09/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,MOA-2011-BLG-291,268.8666667,-29.17055556,,,,,,7000,,0.22,,,,,
MOA-2011-BLG-293L b,Confirmed,4.8,0.3,0.3,,,,,,,,,,1.1,0.1,0.1,,,,,,,0.00014,2012,15/10/2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,MOA-2011-BLG-293L,268.9125,-28.4769444,,,,,,7700,,0.86,,,,,
